time,ema_diff,atr,rsi,volume_norm,volatility_regime,trend,target
2025-12-19 12:35:00,1.6823715719219763,4.81499999999999,39.961076873176985,1.0589519650655022,0,1.0,0
2025-12-19 12:36:00,1.0160094165767077,4.975714285714275,29.332944946112036,1.6196057538625468,0,1.0,0
2025-12-19 12:37:00,0.5662921389921394,5.002857142857205,35.868625756269196,0.9118209118209117,0,1.0,0
2025-12-19 12:38:00,-0.01610931197501486,5.34785714285733,30.96392030156214,1.1193415637860082,0,-1.0,0
2025-12-19 12:39:00,-0.3122356552084966,5.535000000000115,35.317860746720996,1.019522776572668,0,-1.0,1
2025-12-19 12:40:00,-0.6592428288095107,5.5171428571429715,35.78732106339562,0.8645374449339207,0,-1.0,1
2025-12-19 12:41:00,-0.7696319112656056,5.597142857142899,38.340697103583125,0.9165751920965972,0,-1.0,1
2025-12-19 12:42:00,-1.0587950374319917,5.767857142857143,36.97916666666604,1.000815882512918,0,-1.0,1
2025-12-19 12:43:00,-1.3482214522846334,6.079999999999927,36.97916666666604,1.02068224550094,0,-1.0,1
2025-12-19 12:44:00,-1.0205492827408307,6.302857142856998,46.74934986997386,0.8462774504552759,0,-1.0,1
2025-12-19 12:45:00,-0.6898816945285944,6.1685714285712105,50.65098698025934,1.0509554140127388,0,-1.0,0
2025-12-19 12:46:00,-0.1124670807075745,6.249285714285569,52.16771829839301,1.2224812224812225,0,-1.0,0
2025-12-19 12:47:00,0.25319386587580084,6.088571428571283,52.6283367556442,1.0739614994934144,0,1.0,0
2025-12-19 12:48:00,0.6681495762459235,6.169285714285642,56.08357230643004,1.2187812187812188,0,1.0,0
2025-12-19 12:49:00,1.1944345137308119,6.0978571428570705,63.52990380593662,1.0617712726370627,0,1.0,0
2025-12-19 12:50:00,1.367350983146025,6.178571428571429,64.54217123432943,1.719760479041916,0,1.0,0
2025-12-19 12:51:00,1.4985515705375292,6.026428571428498,62.305295950152534,1.3292910447761193,0,1.0,0
2025-12-19 12:52:00,1.264147780228086,6.007857142856925,58.72483221476474,1.5036563071297988,0,1.0,0
2025-12-19 12:53:00,0.9363359035705798,5.94571428571414,52.64871906209143,1.3790055248618784,0,1.0,0
2025-12-19 12:54:00,0.43779416614052025,6.062142857142784,50.321643494498495,1.5641739875723164,0,1.0,0
2025-12-19 12:55:00,-0.08404853619867936,6.128571428571377,45.02911365106715,1.070672873465933,0,-1.0,0
2025-12-19 12:56:00,-0.6073906106503273,6.199999999999948,47.32547597461419,1.0173857050869286,0,-1.0,0
2025-12-19 12:57:00,-0.8858237655222183,6.18999999999999,51.61359724612726,1.0344099641123075,0,-1.0,0
2025-12-19 12:58:00,-1.1665688375323953,5.787857142857059,37.155219037318574,1.0175879396984924,0,-1.0,0
2025-12-19 12:59:00,-1.588331103350356,5.81499999999999,32.90273556231142,1.1271081859317154,0,-1.0,0
2025-12-19 13:00:00,-2.061073722459696,5.546428571428415,21.623108665749953,1.0778202292378845,0,-1.0,0
2025-12-19 13:01:00,-2.408299757473287,5.680714285714203,25.37954740762136,1.0039525691699605,0,-1.0,0
2025-12-19 13:02:00,-2.7711701959124184,5.439285714285559,20.662598081954712,0.7424960505529227,0,-1.0,0
2025-12-19 13:03:00,-3.2723351794811606,5.617857142856987,11.773130908050987,1.1158465710964742,0,-1.0,0
2025-12-19 13:04:00,-3.513693964716367,5.537142857142628,22.19541616405492,0.6758061401815022,0,-1.0,0
2025-12-19 13:05:00,-4.0885308024335245,5.965714285714057,18.557740796774098,1.1468584405753217,0,-1.0,0
2025-12-19 13:06:00,-5.111891187778383,6.367857142856987,17.052826691382307,1.2759643916913945,0,-1.0,0
2025-12-19 13:07:00,-6.129725878723548,6.278571428571273,16.857535501604687,1.0637908974593309,0,-1.0,0
2025-12-19 13:08:00,-7.341756871963298,6.492857142856987,15.944540727904268,1.6692968613010697,0,-1.0,1
